,taxon_name,gbif_id,decimalLongitude,decimalLatitude,present/pseudo_absent,row_n
0,zea_mays_subsp_mexicana,,-98.883333,19.333333,1,0
1,zea_mays_subsp_mexicana,,-100.133333,19.966667,1,1
2,zea_mays_subsp_mexicana,,-101.233333,19.716667,1,2
3,zea_mays_subsp_mexicana,,-98.966667,19.35,1,3
4,zea_mays_subsp_mexicana,,-98.92,19.47,1,4
5,zea_mays_subsp_mexicana,,-101.21700000000001,19.7431,1,5
6,zea_mays_subsp_mexicana,,-101.867,21.5056,1,6
7,zea_mays_subsp_mexicana,,-101.117,19.8977,1,7
8,zea_mays_subsp_mexicana,,-91.766667,15.65,1,8
9,zea_mays_subsp_mexicana,,-101.159438,19.661417999999998,1,9
10,zea_mays_subsp_mexicana,,-103.2075,21.3525,1,10
11,zea_mays_subsp_mexicana,,-98.891667,19.341667,1,11
12,zea_mays_subsp_mexicana,,-98.958333,19.408333,1,12
13,zea_mays_subsp_mexicana,,-98.991667,19.775,1,13
14,zea_mays_subsp_mexicana,,-101.141667,20.191667000000002,1,14
15,zea_mays_subsp_mexicana,,-98.94166700000001,19.208333,1,15
16,zea_mays_subsp_mexicana,,-101.241667,19.725,1,16
17,zea_mays_subsp_mexicana,,-98.908333,19.291667,1,17
18,zea_mays_subsp_mexicana,,-98.825,19.208333,1,18
19,zea_mays_subsp_mexicana,,-99.591667,19.258333,1,19
20,zea_mays_subsp_mexicana,,-97.5475,19.164167000000003,1,20
21,zea_mays_subsp_mexicana,,-98.964167,19.224444000000002,1,21
22,zea_mays_subsp_mexicana,,-101.141667,19.975,1,22
23,zea_mays_subsp_mexicana,,-98.875,19.508333,1,23
24,zea_mays_subsp_mexicana,,-98.94166700000001,19.408333,1,24
25,zea_mays_subsp_mexicana,,-98.87037661124991,19.2022993785681,1,25
26,zea_mays_subsp_mexicana,,-98.88204111969921,19.270626135781,1,26
27,zea_mays_subsp_mexicana,,-98.964444,19.371667000000002,1,27
28,zea_mays_subsp_mexicana,,-98.773333,19.128056,1,28
29,zea_mays_subsp_mexicana,,-99.003333,19.269167000000003,1,29
30,zea_mays_subsp_mexicana,,-98.935278,19.389167,1,30
31,zea_mays_subsp_mexicana,,-98.881389,19.314722,1,31
32,zea_mays_subsp_mexicana,,-98.848611,19.236389000000003,1,32
33,zea_mays_subsp_mexicana,,-98.91954203499279,19.2792366164625,1,33
34,zea_mays_subsp_mexicana,,-98.854818312796,19.2225724744093,1,34
35,zea_mays_subsp_mexicana,,-98.831944,19.275555999999998,1,35
36,zea_mays_subsp_mexicana,,-99.1351030499159,19.2572929797789,1,36
37,zea_mays_subsp_mexicana,,-98.7667611183463,19.1889633229524,1,37
