Abies_alba	1	1	0	0
Abies_balsamea	1	1	0	0
Abies_homolepis	1	1	0	0
Abies_magnifica	0	1	0	0
Abies_nordmanniana	0	1	0	0
Abies_religiosa	1	1	0	0
Acacia_mangium	0	1	1	0
Acanthus_ilicifolius	0	0	1	0
Acer_macrophyllum	0	0	1	0
Acer_platanoides	0	0	1	0
Acer_pseudoplatanus	0	0	1	0
Achillea_millefolium	0	0	1	0
Acianthus_exsertus	0	1	0	0
Aegiceras_corniculatum	0	0	1	0
Aegopodium_podagraria	0	0	1	0
Afrocarpus_falcatus	0	0	1	0
Afzelia_africana	0	1	0	0
Agarista_salicifolia	0	1	0	0
Agrostis_capillaris	0	0	1	0
Agrostis_scabra	0	0	1	0
Agrostis_stolonifera	0	0	1	0
Ajuga_reptans	0	0	1	0
Allium_ampeloprasum	0	0	1	0
Allium_cepa	0	0	1	0
Allium_fistulosum	0	0	1	0
Alnus_acuminata	0	1	0	0
Alnus_alnobetula	0	1	0	0
Alnus_cordata	0	1	0	0
Alnus_glutinosa	1	1	1	0
Alnus_incana	1	1	1	0
Alnus_nitida	1	1	0	0
Alnus_rubra	0	1	0	0
Alzatea_verticillata	0	0	1	0
Ammophila_arenaria	0	0	1	0
Ammophila_breviligulata	0	0	1	0
Anacamptis_laxiflora	0	1	0	0
Anacamptis_morio	1	1	0	0
Anagallis_arvensis	0	0	1	0
Andromeda_polifolia	1	1	0	0
Andropogon_gerardii	0	0	1	0
Anemone_patens	0	0	1	0
Anisoptera_costata	0	1	0	0
Antennaria_dioica	0	0	1	0
Anthoxanthum_odoratum	0	0	1	0
Aphyllorchis_montana	1	1	0	0
Arachis_hypogaea	0	0	1	0
Araucaria_angustifolia	0	0	1	0
Arbutus_unedo	1	1	0	0
Arctostaphylos_uva_ursi	1	1	0	0
Aristida_adscensionis	0	0	1	0
Arnica_montana	0	0	1	0
Arrhenatherum_elatius	0	0	1	0
Artemisia_frigida	0	0	1	0
Artemisia_ludoviciana	0	0	1	0
Artemisia_vulgaris	0	0	1	0
Arthrocnemum_macrostachyum	0	0	1	0
Arum_italicum	0	0	1	0
Arum_maculatum	0	0	1	0
Arundina_graminifolia	0	1	0	0
Asparagus_officinalis	0	0	1	0
Aster_tripolium	0	0	1	0
Austrobaileya_scandens	0	0	1	0
Austrocedrus_chilensis	0	0	1	0
Avena_barbata	0	0	1	0
Avicennia_officinalis	0	0	1	0
Betula_alleghaniensis	1	1	0	0
Betula_papyrifera	1	1	0	0
Betula_pendula	1	1	0	0
Betula_platyphylla	1	1	0	0
Betula_pubescens	1	1	0	0
Bistorta_vivipara	1	1	1	0
Boscia_foetida	0	0	1	0
Bouteloua_gracilis	0	0	1	0
Brachypodium_pinnatum	0	0	1	0
Brassica_napus	0	0	1	0
Briza_media	0	0	1	0
Brodiaea_coronaria	0	0	1	0
Bromus_erectus	0	0	1	0
Bromus_tectorum	0	0	1	0
Burmannia_capitata	0	0	1	0
Cajanus_cajan	0	0	1	0
Calamagrostis_arundinacea	0	0	1	0
Callicarpa_americana	0	0	1	0
Calluna_vulgaris	1	1	1	0
Caltha_palustris	0	0	1	0
Camellia_japonica	0	0	1	0
Campanula_punctata	0	0	1	0
Caragana_korshinskii	0	0	1	0
Cardamine_pratensis	0	0	1	0
Carduus_tenuiflorus	0	0	1	0
Carya_illinoinensis	1	1	0	0
Castanea_dentata	1	1	0	0
Castanea_mollissima	1	1	0	0
Castanea_sativa	0	1	0	0
